date,location,temperature_c,thermal_stress,vulnerability_index,historical_health_events,lag_health_events,health_impact_proxy,temperature_trend,thermal_stress_trend,future_thermal_stress,future_risk_level
2026-08-18,Ward_C,41.1,92.8,72.0,27,26,29.52,4.300000000000004,21.700000000000003,67.8,HIGH
2026-08-19,Ward_C,17.3,15.7,71.9,21,20,16.85,-23.8,-77.1,96.2,EXTREME
2026-08-19,Ward_C,26.9,27.9,67.6,22,21,18.18,9.599999999999998,12.2,2.1,LOW
2026-08-19,Ward_C,38.0,67.8,69.7,25,24,24.58,11.100000000000001,39.9,30.9,LOW
2026-08-19,Ward_C,40.7,96.2,70.9,29,30,30.42,2.700000000000003,28.400000000000006,51.0,MODERATE
2026-08-20,Ward_C,20.4,2.1,74.0,18,19,16.03,-20.300000000000004,-94.10000000000001,97.9,EXTREME
2026-08-20,Ward_C,31.6,30.9,67.8,22,22,19.47,11.200000000000003,28.799999999999997,7.8,LOW
2026-08-20,Ward_C,34.4,51.0,69.0,24,23,22.29,2.799999999999997,20.1,40.0,MODERATE
2026-08-20,Ward_C,43.1,97.9,71.3,27,28,30.57,8.700000000000003,46.900000000000006,48.6,MODERATE
2026-08-21,Ward_C,17.6,7.8,65.7,19,18,15.62,-25.5,-90.10000000000001,95.4,EXTREME
2026-08-21,Ward_C,31.6,40.0,70.3,22,23,20.99,14.0,32.2,4.3,LOW
2026-08-21,Ward_C,33.0,48.6,68.9,21,22,21.12,1.3999999999999986,8.600000000000001,42.4,MODERATE
2026-08-21,Ward_C,39.7,95.4,67.0,27,26,29.31,6.700000000000003,46.800000000000004,67.9,HIGH
2026-08-22,Ward_C,18.4,4.3,69.6,21,21,16.9,-21.300000000000004,-91.10000000000001,90.2,EXTREME
2026-08-22,Ward_C,31.6,42.4,71.0,22,22,20.22,13.200000000000003,38.1,9.1,LOW
2026-08-22,Ward_C,33.4,67.9,68.3,25,26,24.42,1.7999999999999972,25.500000000000007,35.5,LOW
2026-08-22,Ward_C,44.6,90.2,68.8,27,26,29.05,11.200000000000003,22.299999999999997,60.0,HIGH
2026-08-23,Ward_C,17.5,9.1,68.5,21,20,16.38,-27.1,-81.10000000000001,79.9,HIGH
2026-08-23,Ward_C,32.3,35.5,71.9,22,22,20.27,14.799999999999997,26.4,2.2,LOW
2026-08-23,Ward_C,34.8,60.0,73.4,23,24,23.61,2.5,24.5,46.0,MODERATE
2026-08-23,Ward_C,44.7,79.9,69.4,26,25,27.81,9.900000000000006,19.900000000000006,52.2,MODERATE
2026-08-24,Ward_C,17.7,2.2,69.2,22,21,16.46,-27.000000000000004,-77.7,78.5,HIGH
2026-08-24,Ward_C,30.7,46.0,71.1,22,23,20.93,13.0,43.8,16.1,LOW
2026-08-24,Ward_C,37.2,52.2,70.4,24,23,22.6,6.5000000000000036,6.200000000000003,29.6,LOW
2026-08-24,Ward_C,41.1,78.5,70.9,26,25,27.28,3.8999999999999986,26.299999999999997,65.2,HIGH
2026-08-25,Ward_C,24.6,16.1,74.5,20,20,17.32,-16.5,-62.4,92.1,EXTREME
2026-08-25,Ward_C,30.1,29.6,71.6,22,23,19.11,5.5,13.5,10.6,LOW
2026-08-25,Ward_C,34.0,65.2,68.2,25,24,23.99,3.8999999999999986,35.6,30.0,LOW
2026-08-25,Ward_C,43.2,92.1,67.0,27,26,29.24,9.200000000000003,26.89999999999999,62.6,HIGH
2026-08-26,Ward_C,16.6,10.6,69.7,19,18,16.19,-26.6,-81.5,94.6,EXTREME
2026-08-26,Ward_C,28.2,30.0,70.4,23,22,18.94,11.599999999999998,19.4,11.4,LOW
2026-08-26,Ward_C,38.3,62.6,68.7,23,23,23.74,10.099999999999998,32.6,39.4,LOW
2026-08-26,Ward_C,42.9,94.6,64.5,27,27,29.25,4.600000000000001,31.999999999999993,51.2,MODERATE
2026-08-27,Ward_C,20.0,11.4,71.9,19,20,16.34,-22.9,-83.19999999999999,95.7,EXTREME
2026-08-27,Ward_C,28.7,39.4,70.8,23,24,20.74,8.7,28.0,16.6,LOW
2026-08-27,Ward_C,37.6,51.2,71.9,23,23,22.0,8.900000000000002,11.800000000000004,35.9,LOW
2026-08-27,Ward_C,40.5,95.7,66.4,26,27,28.88,2.8999999999999986,44.5,65.6,HIGH
2026-08-28,Ward_C,20.9,16.6,72.8,20,20,16.65,-19.6,-79.1,77.9,HIGH
2026-11-01,Ward_D,31.1,30.7,85.7,27,27,22.69,12.100000000000001,8.399999999999999,10.8,LOW
2026-11-01,Ward_D,36.1,57.4,88.4,29,28,26.94,5.0,26.7,49.6,MODERATE
2026-11-01,Ward_D,42.3,89.2,78.7,31,30,31.2,6.199999999999996,31.800000000000004,69.7,HIGH
2026-11-02,Ward_D,19.8,10.8,78.2,24,23,18.54,-22.499999999999996,-78.4,92.4,EXTREME
2026-11-02,Ward_D,32.9,49.6,83.9,27,27,24.7,13.099999999999998,38.8,19.9,LOW
2026-11-02,Ward_D,34.7,69.7,87.6,30,31,28.56,1.8000000000000043,20.1,48.3,MODERATE
2026-11-02,Ward_D,41.4,92.4,87.7,34,33,33.87,6.699999999999996,22.700000000000003,75.5,HIGH
2026-11-03,Ward_D,16.5,19.9,88.6,26,26,20.55,-24.9,-72.5,87.4,EXTREME
2026-11-03,Ward_D,31.7,48.3,80.9,29,29,24.53,15.2,28.4,3.0,LOW
2026-11-03,Ward_D,37.2,75.5,87.7,30,29,29.3,5.5000000000000036,27.200000000000003,32.2,LOW
2026-11-03,Ward_D,42.6,87.4,85.6,32,31,32.28,5.399999999999999,11.900000000000006,67.9,HIGH
2026-11-04,Ward_D,16.6,3.0,84.3,24,23,18.52,-26.0,-84.4,88.7,EXTREME
2026-11-04,Ward_D,27.0,32.2,84.1,29,28,22.6,10.399999999999999,29.200000000000003,4.7,LOW
2026-11-04,Ward_D,35.3,67.9,85.9,31,30,27.98,8.299999999999997,35.7,39.2,LOW
2026-11-04,Ward_D,44.6,88.7,84.9,32,31,32.75,9.300000000000004,20.799999999999997,75.0,HIGH
2026-11-05,Ward_D,18.6,4.7,84.5,25,25,19.19,-26.0,-84.0,98.4,EXTREME
2026-11-05,Ward_D,29.0,39.2,87.0,28,28,23.56,10.399999999999999,34.5,20.7,LOW
2026-11-05,Ward_D,37.9,75.0,87.2,30,29,29.49,8.899999999999999,35.8,40.3,MODERATE
2026-11-05,Ward_D,45.6,98.4,84.7,31,31,33.7,7.700000000000003,23.400000000000006,52.2,MODERATE
2026-11-06,Ward_D,20.3,20.7,83.2,26,27,20.27,-25.3,-77.7,78.7,HIGH
2026-11-06,Ward_D,26.9,40.3,85.3,29,30,23.44,6.599999999999998,19.599999999999998,8.2,LOW
2026-11-06,Ward_D,38.0,52.2,84.1,29,29,26.35,11.100000000000001,11.900000000000006,45.0,MODERATE
2026-11-06,Ward_D,41.1,78.7,88.2,30,31,31.13,3.1000000000000014,26.5,63.4,HIGH
2026-11-07,Ward_D,20.1,8.2,82.2,25,26,19.17,-21.0,-70.5,85.2,EXTREME
2026-11-07,Ward_D,27.2,45.0,86.5,28,29,23.89,7.099999999999998,36.8,12.1,LOW
2026-11-07,Ward_D,33.6,63.4,87.7,31,31,27.93,6.400000000000002,18.4,31.9,LOW
2026-11-07,Ward_D,45.9,85.2,86.3,32,33,33.29,12.299999999999997,21.800000000000004,68.1,HIGH
2026-11-08,Ward_D,24.8,12.1,86.2,26,26,20.52,-21.099999999999998,-73.10000000000001,89.4,EXTREME
2026-11-08,Ward_D,32.1,31.9,83.5,26,25,22.12,7.300000000000001,19.799999999999997,12.3,LOW
2026-11-08,Ward_D,34.9,68.1,89.5,29,29,28.4,2.799999999999997,36.199999999999996,40.5,MODERATE
2026-11-08,Ward_D,44.7,89.4,84.2,33,34,33.44,9.800000000000004,21.30000000000001,64.1,HIGH
2026-11-09,Ward_D,18.0,12.3,81.9,26,25,19.41,-26.700000000000003,-77.10000000000001,80.0,EXTREME
2026-11-09,Ward_D,28.1,40.5,86.8,29,28,23.86,10.100000000000001,28.2,0.0,LOW
2026-11-09,Ward_D,33.1,64.1,80.7,30,31,27.12,5.0,23.599999999999994,26.6,LOW
2026-11-09,Ward_D,41.3,80.0,86.8,30,30,31.21,8.199999999999996,15.900000000000006,53.8,MODERATE
2026-11-10,Ward_D,17.8,0.0,83.5,26,25,19.23,-23.499999999999996,-80.0,91.9,EXTREME
2026-11-10,Ward_D,32.1,26.6,86.9,26,26,21.9,14.3,26.6,3.0,LOW
2026-11-10,Ward_D,37.3,53.8,82.1,29,28,26.04,5.199999999999996,27.199999999999996,46.4,MODERATE
2026-11-10,Ward_D,44.4,91.9,84.4,31,31,32.78,7.100000000000001,38.10000000000001,51.9,MODERATE
2026-11-11,Ward_D,21.2,3.0,87.9,25,24,19.45,-23.2,-88.9,91.1,EXTREME
2026-11-11,Ward_D,29.2,46.4,79.6,29,29,23.91,8.0,43.4,15.5,LOW
2026-11-11,Ward_D,35.7,51.9,89.8,30,30,26.7,6.5000000000000036,5.5,33.5,LOW
2026-11-11,Ward_D,41.5,91.1,88.6,32,33,33.24,5.799999999999997,39.199999999999996,58.8,MODERATE
2026-11-12,Ward_D,23.9,15.5,81.7,26,26,19.7,-17.6,-75.6,89.8,EXTREME
2026-11-12,Ward_D,26.1,33.5,88.5,28,28,22.66,2.200000000000003,18.0,23.9,LOW
2026-11-12,Ward_D,36.4,58.8,87.1,31,30,27.43,10.299999999999997,25.299999999999997,45.6,MODERATE
2026-11-12,Ward_D,39.1,89.8,87.1,32,31,32.56,2.700000000000003,31.0,57.5,MODERATE
2026-11-13,Ward_D,25.5,23.9,84.9,26,27,21.59,-13.600000000000001,-65.9,94.3,EXTREME
2026-11-13,Ward_D,32.4,45.6,87.2,28,29,24.84,6.899999999999999,21.700000000000003,14.5,LOW
2026-11-13,Ward_D,37.0,57.5,89.4,30,30,27.37,4.600000000000001,11.899999999999999,29.4,LOW
2026-11-13,Ward_D,39.0,94.3,86.2,33,32,33.37,2.0,36.8,60.8,HIGH
2026-11-14,Ward_D,22.5,14.5,85.1,25,26,19.69,-16.5,-79.8,84.4,EXTREME
2026-11-14,Ward_D,26.7,29.4,89.6,27,26,22.09,4.199999999999999,14.899999999999999,6.8,LOW
2026-11-14,Ward_D,35.3,60.8,88.7,30,31,27.9,8.599999999999998,31.4,28.2,LOW
2026-11-14,Ward_D,39.7,84.4,87.7,31,31,31.33,4.400000000000006,23.60000000000001,64.6,HIGH
2026-11-15,Ward_D,23.9,6.8,84.9,24,25,19.13,-15.800000000000004,-77.60000000000001,79.9,HIGH
2026-11-15,Ward_D,31.8,28.2,86.9,26,25,22.24,7.900000000000002,21.4,20.4,LOW
2026-11-15,Ward_D,35.2,64.6,80.6,31,32,27.94,3.400000000000002,36.39999999999999,47.7,MODERATE
2026-11-15,Ward_D,39.2,79.9,90.3,32,31,31.38,4.0,15.300000000000011,54.2,MODERATE
2026-11-16,Ward_D,23.6,20.4,82.6,27,27,20.63,-15.600000000000001,-59.50000000000001,75.9,HIGH
2026-11-16,Ward_D,30.2,47.7,87.2,29,29,24.75,6.599999999999998,27.300000000000004,22.2,LOW
2026-11-16,Ward_D,36.1,54.2,84.0,29,28,25.75,5.900000000000002,6.5,31.4,LOW
2026-11-16,Ward_D,41.2,75.9,86.5,32,32,30.87,5.100000000000001,21.700000000000003,64.4,HIGH
2026-11-17,Ward_D,25.8,22.2,81.1,27,26,20.81,-15.400000000000002,-53.7,74.7,HIGH
2026-11-17,Ward_D,29.0,31.4,85.9,29,28,22.8,3.1999999999999993,9.2,19.3,LOW
2026-11-17,Ward_D,33.2,64.4,83.9,28,29,26.88,4.200000000000003,33.00000000000001,46.0,MODERATE
2026-11-17,Ward_D,39.4,74.7,81.0,30,30,29.28,6.199999999999996,10.299999999999997,65.9,HIGH
2026-11-18,Ward_D,19.9,19.3,83.0,23,24,19.35,-19.5,-55.400000000000006,86.2,EXTREME
2026-11-18,Ward_D,26.7,46.0,85.6,29,28,24.15,6.800000000000001,26.7,14.5,LOW
2026-11-18,Ward_D,37.8,65.9,88.1,30,30,28.97,11.099999999999998,19.900000000000006,32.0,LOW
2026-11-18,Ward_D,46.0,86.2,83.4,31,30,32.35,8.200000000000003,20.299999999999997,65.7,HIGH
2026-11-22,Ward_D,21.8,14.5,90.2,27,27,21.23,-24.2,-71.7,84.6,EXTREME
2026-11-22,Ward_D,32.8,32.0,83.6,25,24,21.96,10.999999999999996,17.5,5.2,LOW
2026-11-22,Ward_D,33.2,65.7,82.2,30,31,27.25,0.4000000000000057,33.7,41.2,MODERATE
2026-11-22,Ward_D,40.1,84.6,83.8,31,32,31.16,6.899999999999999,18.89999999999999,66.2,HIGH
2026-11-23,Ward_D,16.2,5.2,88.9,24,23,19.07,-23.900000000000002,-79.39999999999999,75.6,HIGH
2026-11-23,Ward_D,30.0,41.2,83.9,29,29,23.65,13.8,36.0,26.0,LOW
2026-11-23,Ward_D,36.6,66.2,87.4,32,33,29.33,6.600000000000001,25.0,45.7,MODERATE
2026-11-23,Ward_D,40.0,75.6,80.6,29,29,28.81,3.3999999999999986,9.399999999999991,52.7,MODERATE
2026-11-24,Ward_D,23.5,26.0,86.4,26,27,20.86,-16.5,-49.599999999999994,94.8,EXTREME
2026-11-24,Ward_D,30.9,45.7,85.3,29,30,24.63,7.399999999999999,19.700000000000003,9.8,LOW
2026-11-24,Ward_D,36.1,52.7,84.4,26,26,24.65,5.200000000000003,7.0,30.9,LOW
2026-11-24,Ward_D,41.2,94.8,89.0,33,33,34.07,5.100000000000001,42.099999999999994,74.5,HIGH
2026-11-25,Ward_D,19.3,9.8,84.5,25,26,19.37,-21.900000000000002,-85.0,99.1,EXTREME
2026-11-25,Ward_D,32.3,30.9,91.4,27,28,23.18,12.999999999999996,21.099999999999998,21.0,LOW
2026-11-25,Ward_D,35.8,74.5,82.7,30,30,28.3,3.5,43.6,40.1,MODERATE
2026-11-25,Ward_D,45.2,99.1,81.2,31,31,33.44,9.400000000000006,24.599999999999994,58.2,MODERATE
2026-11-26,Ward_D,24.0,21.0,82.7,27,26,21.15,-21.200000000000003,-78.1,87.7,EXTREME
2026-11-26,Ward_D,29.1,40.1,86.1,28,27,23.79,5.100000000000001,19.1,4.7,LOW
2026-11-26,Ward_D,34.5,58.2,83.5,29,30,26.33,5.399999999999999,18.1,49.3,MODERATE
2026-11-26,Ward_D,43.2,87.7,85.4,32,33,32.89,8.700000000000003,29.5,64.2,HIGH
2026-11-27,Ward_D,23.9,4.7,82.3,26,27,19.66,-19.300000000000004,-83.0,93.4,EXTREME
2026-11-27,Ward_D,28.9,49.3,87.9,30,30,25.43,5.0,44.599999999999994,25.2,LOW
2026-11-27,Ward_D,34.2,64.2,79.8,29,28,26.23,5.300000000000004,14.900000000000006,24.0,LOW
2026-11-27,Ward_D,41.7,93.4,82.8,33,32,32.84,7.5,29.200000000000003,71.5,HIGH
2026-11-28,Ward_D,23.4,25.2,85.8,25,25,20.57,-18.300000000000004,-68.2,89.9,EXTREME
